USERID,PERSON_ID_EXTERNAL,STARTDATE,ORIGINALSTARTDATE,ISPRIMARY,SENIORITYDATE,JOBNUMBER,
30000469            ,30000469            ,10/05/2017,10/05/2017,True,,,
30000470            ,30000470            ,10/05/2017,10/05/2017,True,,,
30000471            ,30000471            ,10/05/2017,10/05/2017,True,,,
30000472            ,30000472            ,10/05/2017,10/05/2017,True,,,
30000473            ,30000473            ,10/05/2017,10/05/2017,True,,,
30000474            ,30000474            ,01/08/2017,01/08/2017,True,,,
30000475            ,30000475            ,10/05/2017,10/05/2017,True,,,
30000476            ,30000476            ,10/05/2017,10/05/2017,True,,,
30000477            ,30000477            ,10/05/2017,10/05/2017,True,,,
30000478            ,30000478            ,10/05/2017,10/05/2017,True,,,
30000479            ,30000479            ,01/08/2017,01/08/2017,True,,,
30000480            ,30000480            ,10/05/2017,10/05/2017,True,,,
30000481            ,30000481            ,10/05/2017,10/05/2017,True,,,
30000482            ,30000482            ,10/05/2017,10/05/2017,True,,,
30000483            ,30000483            ,10/05/2017,10/05/2017,True,,,
30000484            ,30000484            ,10/05/2017,10/05/2017,True,,,
30000485            ,30000485            ,10/05/2017,10/05/2017,True,,,
30000486            ,30000486            ,08/05/2017,08/05/2017,True,,,
30000487            ,30000487            ,08/05/2017,08/05/2017,True,,,
30000488            ,30000488            ,08/05/2017,08/05/2017,True,,,
30000489            ,30000489            ,01/06/2017,01/06/2017,True,,,
30000490            ,30000490            ,08/05/2017,08/05/2017,True,,,
30000491            ,30000491            ,09/05/2017,09/05/2017,True,,,
30000492            ,30000492            ,08/05/2017,08/05/2017,True,,,
30000493            ,30000493            ,08/05/2017,08/05/2017,True,,,
30000495            ,30000495            ,08/05/2017,08/05/2017,True,,,
30000496            ,30000496            ,08/05/2017,08/05/2017,True,,,
30000497            ,30000497            ,08/05/2017,08/05/2017,True,,,
30000498            ,30000498            ,08/05/2017,08/05/2017,True,,,
30000499            ,30000499            ,08/05/2017,08/05/2017,True,,,
30000500            ,30000500            ,08/05/2017,08/05/2017,True,,,
30000502            ,30000502            ,08/05/2017,08/05/2017,True,,,
30000503            ,30000503            ,08/05/2017,08/05/2017,True,,,
30000504            ,30000504            ,08/05/2017,08/05/2017,True,,,
30000505            ,30000505            ,08/05/2017,08/05/2017,True,,,
30000507            ,30000507            ,08/05/2017,08/05/2017,True,,,
30000508            ,30000508            ,08/05/2017,08/05/2017,True,,,
30000510            ,30000510            ,08/05/2017,08/05/2017,True,,,
30000511            ,30000511            ,08/05/2017,08/05/2017,True,,,
30000512            ,30000512            ,08/05/2017,08/05/2017,True,,,
30000513            ,30000513            ,08/05/2017,08/05/2017,True,,,
30000514            ,30000514            ,08/05/2017,08/05/2017,True,,,
30000515            ,30000515            ,08/05/2017,08/05/2017,True,,,
30000516            ,30000516            ,08/05/2017,08/05/2017,True,,,
30000517            ,30000517            ,08/05/2017,08/05/2017,True,,,
30000518            ,30000518            ,08/05/2017,08/05/2017,True,,,
30000519            ,30000519            ,08/05/2017,08/05/2017,True,,,
30000520            ,30000520            ,08/05/2017,08/05/2017,True,,,
30000521            ,30000521            ,08/05/2017,08/05/2017,True,,,
30000522            ,30000522            ,08/05/2017,08/05/2017,True,,,
30000523            ,30000523            ,08/05/2017,08/05/2017,True,,,
30000524            ,30000524            ,08/05/2017,08/05/2017,True,,,
30000525            ,30000525            ,08/05/2017,08/05/2017,True,,,
30000526            ,30000526            ,08/05/2017,08/05/2017,True,,,
30000527            ,30000527            ,08/05/2017,08/05/2017,True,,,
30000528            ,30000528            ,08/05/2017,08/05/2017,True,,,
30000529            ,30000529            ,04/05/2017,04/05/2017,True,,,
30000530            ,30000530            ,04/05/2017,04/05/2017,True,,,
30000531            ,30000531            ,04/05/2017,04/05/2017,True,,,
30000532            ,30000532            ,04/05/2017,04/05/2017,True,,,
30000533            ,30000533            ,04/05/2017,04/05/2017,True,,,
30000534            ,30000534            ,04/05/2017,04/05/2017,True,,,
30000535            ,30000535            ,04/05/2017,04/05/2017,True,,,
30000536            ,30000536            ,02/05/2017,02/05/2017,True,,,
30000537            ,30000537            ,03/05/2017,03/05/2017,True,,,
30000538            ,30000538            ,03/05/2017,03/05/2017,True,,,
30000539            ,30000539            ,03/05/2017,03/05/2017,True,,,
30000540            ,30000540            ,03/05/2017,03/05/2017,True,,,
30000541            ,30000541            ,03/05/2017,03/05/2017,True,,,
30000542            ,30000542            ,03/05/2017,03/05/2017,True,,,
30000543            ,30000543            ,03/05/2017,03/05/2017,True,,,
30000544            ,30000544            ,03/05/2017,03/05/2017,True,,,
30000545            ,30000545            ,03/05/2017,03/05/2017,True,,,
30000547            ,30000547            ,03/05/2017,03/05/2017,True,,,
30000548            ,30000548            ,03/05/2017,03/05/2017,True,,,
30000549            ,30000549            ,03/05/2017,03/05/2017,True,,,
30000550            ,30000550            ,03/05/2017,03/05/2017,True,,,
30000551            ,30000551            ,03/05/2017,03/05/2017,True,,,
30000552            ,30000552            ,03/05/2017,03/05/2017,True,,,
30000553            ,30000553            ,03/05/2017,03/05/2017,True,,,
30000554            ,30000554            ,03/05/2017,03/05/2017,True,,,
30000555            ,30000555            ,03/05/2017,03/05/2017,True,,,
30000556            ,30000556            ,03/05/2017,03/05/2017,True,,,
30000557            ,30000557            ,03/05/2017,03/05/2017,True,,,
30000558            ,30000558            ,03/05/2017,03/05/2017,True,,,
30000559            ,30000559            ,03/05/2017,03/05/2017,True,,,
30000560            ,30000560            ,03/05/2017,03/05/2017,True,,,
30000561            ,30000561            ,03/05/2017,03/05/2017,True,,,
30000562            ,30000562            ,03/05/2017,03/05/2017,True,,,
30000563            ,30000563            ,03/05/2017,03/05/2017,True,,,
30000564            ,30000564            ,03/05/2017,03/05/2017,True,,,
30000565            ,30000565            ,03/05/2017,03/05/2017,True,,,
30000566            ,30000566            ,03/05/2017,03/05/2017,True,,,
30000567            ,30000567            ,03/05/2017,03/05/2017,True,,,
30000568            ,30000568            ,03/05/2017,03/05/2017,True,,,
30000569            ,30000569            ,03/05/2017,03/05/2017,True,,,
30000570            ,30000570            ,03/05/2017,03/05/2017,True,,,
30000571            ,30000571            ,03/05/2017,03/05/2017,True,,,
30000572            ,30000572            ,27/04/2017,27/04/2017,True,,,
30000573            ,30000573            ,27/04/2017,27/04/2017,True,,,
30000574            ,30000574            ,27/04/2017,27/04/2017,True,,,
30000575            ,30000575            ,27/04/2017,27/04/2017,True,,,
30000576            ,30000576            ,27/04/2017,27/04/2017,True,,,
30000577            ,30000577            ,29/04/2017,29/04/2017,True,,,
30000578            ,30000578            ,30/04/2017,30/04/2017,True,,,
30000579            ,30000579            ,30/04/2017,30/04/2017,True,,,
30000581            ,30000581            ,26/04/2017,26/04/2017,True,,,
30000582            ,30000582            ,26/04/2017,26/04/2017,True,,,
30000583            ,30000583            ,26/04/2017,26/04/2017,True,,,
30000584            ,30000584            ,26/04/2017,26/04/2017,True,,,
30000585            ,30000585            ,26/04/2017,26/04/2017,True,,,
30000586            ,30000586            ,26/04/2017,26/04/2017,True,,,
30000587            ,30000587            ,26/04/2017,26/04/2017,True,,,
30000588            ,30000588            ,25/04/2017,25/04/2017,True,,,
30000589            ,30000589            ,25/04/2017,25/04/2017,True,,,
30000590            ,30000590            ,25/04/2017,25/04/2017,True,,,
30000591            ,30000591            ,25/04/2017,25/04/2017,True,,,
30000592            ,30000592            ,25/04/2017,25/04/2017,True,,,
30000593            ,30000593            ,25/04/2017,25/04/2017,True,,,
30000595            ,30000595            ,25/04/2017,25/04/2017,True,,,
30000596            ,30000596            ,25/04/2017,25/04/2017,True,,,
30000597            ,30000597            ,25/04/2017,25/04/2017,True,,,
30000598            ,30000598            ,25/04/2017,25/04/2017,True,,,
30000599            ,30000599            ,25/04/2017,25/04/2017,True,,,
30000600            ,30000600            ,25/04/2017,25/04/2017,True,,,
30000601            ,30000601            ,25/04/2017,25/04/2017,True,,,
30000602            ,30000602            ,25/04/2017,25/04/2017,True,,,
30000603            ,30000603            ,25/04/2017,25/04/2017,True,,,
30000604            ,30000604            ,25/04/2017,25/04/2017,True,,,
30000605            ,30000605            ,25/04/2017,25/04/2017,True,,,
30000606            ,30000606            ,25/04/2017,25/04/2017,True,,,
30000607            ,30000607            ,25/04/2017,25/04/2017,True,,,
30000608            ,30000608            ,25/04/2017,25/04/2017,True,,,
30000609            ,30000609            ,25/04/2017,25/04/2017,True,,,
30000610            ,30000610            ,25/04/2017,25/04/2017,True,,,
30000611            ,30000611            ,25/04/2017,25/04/2017,True,,,
30000612            ,30000612            ,25/04/2017,25/04/2017,True,,,
30000613            ,30000613            ,25/04/2017,25/04/2017,True,,,
30000614            ,30000614            ,25/04/2017,25/04/2017,True,,,
30000615            ,30000615            ,25/04/2017,25/04/2017,True,,,
30000616            ,30000616            ,25/04/2017,25/04/2017,True,,,
30000617            ,30000617            ,25/04/2017,25/04/2017,True,,,
30000618            ,30000618            ,25/04/2017,25/04/2017,True,,,
30000619            ,30000619            ,25/04/2017,25/04/2017,True,,,
30000621            ,30000621            ,25/04/2017,25/04/2017,True,,,
30000622            ,30000622            ,25/04/2017,25/04/2017,True,,,
30000623            ,30000623            ,25/04/2017,25/04/2017,True,,,
30000624            ,30000624            ,24/04/2017,24/04/2017,True,,,
30000625            ,30000625            ,24/04/2017,24/04/2017,True,,,
30000626            ,30000626            ,01/05/2017,01/05/2017,True,,,
30000627            ,30000627            ,20/04/2017,20/04/2017,True,,,
30000628            ,30000628            ,19/04/2017,19/04/2017,True,,,
30000629            ,30000629            ,19/04/2017,19/04/2017,True,,,
30000630            ,30000630            ,19/04/2017,19/04/2017,True,,,
30000631            ,30000631            ,19/04/2017,19/04/2017,True,,,
30000632            ,30000632            ,19/04/2017,19/04/2017,True,,,
30000633            ,30000633            ,19/04/2017,19/04/2017,True,,,
30000634            ,30000634            ,19/04/2017,19/04/2017,True,,,
30000635            ,30000635            ,19/04/2017,19/04/2017,True,,,
30000636            ,30000636            ,19/04/2017,19/04/2017,True,,,
30000637            ,30000637            ,19/04/2017,19/04/2017,True,,,
30000638            ,30000638            ,19/04/2017,19/04/2017,True,,,
30000639            ,30000639            ,19/04/2017,19/04/2017,True,,,
30000640            ,30000640            ,19/04/2017,19/04/2017,True,,,
30000641            ,30000641            ,19/04/2017,19/04/2017,True,,,
30000642            ,30000642            ,19/04/2017,19/04/2017,True,,,
30000643            ,30000643            ,19/04/2017,19/04/2017,True,,,
30000644            ,30000644            ,10/04/2017,10/04/2017,True,,,
30000645            ,30000645            ,18/04/2017,18/04/2017,True,,,
30000646            ,30000646            ,18/04/2017,18/04/2017,True,,,
30000647            ,30000647            ,18/04/2017,18/04/2017,True,,,
30000648            ,30000648            ,18/04/2017,18/04/2017,True,,,
30000649            ,30000649            ,18/04/2017,18/04/2017,True,,,
30000650            ,30000650            ,18/04/2017,18/04/2017,True,,,
30000651            ,30000651            ,18/04/2017,18/04/2017,True,,,
